joke_id,source_id,category,title,body,score,permalink
111,en-school_learning-0111,school_learning,Essay Destination,Why did the essay refuse to leave the backpack? It knew it would get a failing grade in the real world.,100,
112,en-school_learning-0112,school_learning,The Bell Schedule Mystery,"A student asked, ""Why does school need so many bells?"" Teacher: ""To keep ringing in the importance of showing up on time.""",100,
113,en-school_learning-0113,school_learning,Group Work Negotiation,"When assigned partners, one student suggested, ""Let's divide the work equally: You come up with ideas, and I'll criticize them until we agree with me.""",100,
114,en-school_learning-0114,school_learning,The Museum Field Trip,Why did the history class bus never reach the museum? The driver kept stopping at roadside historical markers and reading every single one.,100,
115,en-school_learning-0115,school_learning,Recess Mathematics,"A kindergartener asked, ""Why is recess five minutes but math class feels like five hours?"" Teacher: ""That's called perspective, and you'll understand it eventually.""",100,
116,en-school_learning-0116,school_learning,The Science Experiment Outcome,"A student asked, ""Will we use this in real life?"" The science teacher answered, ""Only if real life includes passing this semester.""",100,
117,en-school_learning-0117,school_learning,The Desk Archaeology,"A student found homework from last year at the bottom of their desk. Apparently, deep cleaning is time travel.",100,
118,en-school_learning-0118,school_learning,The Cheating Observation,"A student answered a question perfectly. The teacher asked, ""Did you study?"" The student said, ""No, I just sat next to someone who did.""",100,
119,en-school_learning-0119,school_learning,Shakespeare's Problem,Why do all Shakespeare's characters have so many conflicts? None of them knew how to use a phone to resolve disagreements.,100,
120,en-school_learning-0120,school_learning,The Runaway Number,A number refused to attend math class. Police later identified it as a decimal trying to escape the base system.,100,
121,en-school_learning-0121,school_learning,The Forgotten Locker Code,A student forgot their locker combination but remembered their gaming password. Teachers decided gaming should replace math.,100,
122,en-school_learning-0122,school_learning,The Honor Roll Secret,A student made the honor roll by honor rolling their eyes at every assignment and test.,100,
123,en-school_learning-0123,school_learning,How to Be the Teacher's Pet,"A student asked the secret. The teacher replied, ""Stop barking answers out of turn and raise your hand like a civilized human being.""",100,
124,en-school_learning-0124,school_learning,The Test Tremors,"During an exam, a student's hands shook so badly their writing looked like a heart monitor reading. The teacher gave them extra credit for accurate medical documentation.",100,
125,en-school_learning-0125,school_learning,The Wildcat Mascot Mystery,Why did the school choose a wildcat? Because they needed a mascot that actually skips attendance and gets away with it.,100,
126,en-school_learning-0126,school_learning,The Food Mystery,"A student looked at the cafeteria menu and asked, ""Is this food?"" The cook replied, ""If it were art, it would get a B-minus.""",100,
127,en-school_learning-0127,school_learning,The Conference Twist,"A teacher told a parent, ""Your child asks wonderful questions."" The parent beamed. The teacher continued, ""Unfortunately, they all come during my lectures.""",100,
128,en-school_learning-0128,school_learning,The Comeback King,"A student said, ""You're so dumb."" The teacher asked, ""What's the opposite of dumb?"" The student said, ""Smart?"" Teacher: ""No, it's you yesterday before that comment.""",100,
129,en-school_learning-0129,school_learning,The Library Card Riddle,"A student asked, ""Why is it called a library card if it's not even a card?"" The librarian replied, ""Why is it called homework if it's not at home?""",100,
130,en-school_learning-0130,school_learning,The Yearbook Smile,"A student asked why yearbook photos require smiles. The photographer said, ""So in twenty years, you'll remember why you were faking it.""",100,
131,en-school_learning-0131,school_learning,The Handwriting Crisis,"A student's handwriting was so illegible, the teacher hired a translator. The translator quit after reading one sentence and declared it undecodable.",100,
132,en-school_learning-0132,school_learning,The Detention Discovery,"A student asked why detention is after school. A teacher replied, ""So we can discuss your future before you ruin it completely.""",100,
133,en-school_learning-0133,school_learning,The Open-Book Test Shock,"A student entered an open-book test feeling invincible. The book was in ""study-harder-ese,"" a language spoken only by students who actually attended class.",100,
134,en-school_learning-0134,school_learning,The School Counselor Truth,"A student said, ""School causes stress."" The counselor replied, ""That's just life, kid."" The student nodded, ""Yeah, I'm starting to see the connection.""",100,
135,en-everyday_life-0135,everyday_life,The Grocery List,"I made a shopping list with twelve items. When I got home, I had fourteen items and no memory of what I actually needed.",100,
136,en-everyday_life-0136,everyday_life,Laundry Math,Why do socks refuse to show up in the dryer? They're tired of being paired up for a living.,100,
137,en-everyday_life-0137,everyday_life,Traffic Report,My commute is twenty minutes. My drive is forty-five minutes. The remaining time I spend believing this will never happen again.,100,
138,en-everyday_life-0138,everyday_life,Stuck Jar,I spent ten minutes opening a jar yesterday. I'd like to thank my wrists for their effort and my dignity for not calling anyone for help.,100,
139,en-everyday_life-0139,everyday_life,Plants Talk,Why do I keep buying houseplants? Because occasionally ignoring a living thing really shows commitment.,100,
140,en-everyday_life-0140,everyday_life,Monday Forecast,The weather report said 30% chance of rain today. I stayed inside anyway because I do not take chances with my hair.,100,
141,en-everyday_life-0141,everyday_life,Dishwasher Detective,"I loaded the dishwasher last night. This morning I spent fifteen minutes unloading it, then realized I'd left the soap out again.",100,
142,en-everyday_life-0142,everyday_life,The Cereal Bowl,Why does my breakfast choose morning to get soggy? Because it knows I'm not alert enough to stop it.,100,
143,en-everyday_life-0143,everyday_life,Gym Membership,My fitness tracker congratulates me for walking to my mailbox. I accept this as significant progress.,100,
144,en-everyday_life-0144,everyday_life,Couch Potato,"I tried rearranging my living room furniture. Three hours later, I moved everything back. Turns out comfort beats ambition.",100,
145,en-everyday_life-0145,everyday_life,Forgotten Keys,"I locked myself out yesterday using keys I can no longer find. So either I'm trapped, or the keys moved to a better neighborhood.",100,
146,en-everyday_life-0146,everyday_life,Sweater Mystery,Where do sweater pills actually go? Nowhere. They just multiply like they're planning something.,100,
147,en-everyday_life-0147,everyday_life,Thermostat War,"I set the temperature to seventy degrees. My roommate set it to sixty-eight. We compromised at seventy-two, now we're both angry.",100,
148,en-everyday_life-0148,everyday_life,Recipe Disaster,I followed a recipe exactly. The picture showed something restaurant-worthy. What I made looked like it filed a complaint.,100,
149,en-everyday_life-0149,everyday_life,Parking Luck,"I finally found a parking spot today. It was right in front of my house, so I'd already left.",100,
150,en-everyday_life-0150,everyday_life,Battery Life,My smoke detector beeps at midnight because battery awareness works on a strict vampire schedule.,100,
151,en-everyday_life-0151,everyday_life,Greeting Card,Why do I spend forty minutes picking a greeting card for a ten-second read? Because guilt is my strongest motivator.,100,
152,en-everyday_life-0152,everyday_life,Sibling Chat,"My sibling called to catch up. Forty minutes later, we'd discussed mostly weather and what we'd eaten.",100,
153,en-everyday_life-0153,everyday_life,Mirror Foggy,The bathroom mirror fogs up whenever I have something important to do. It's like humidity knows my schedule.,100,
154,en-everyday_life-0154,everyday_life,Morning Alarm,I set five alarms yesterday. I dismissed all five while sleeping. My brain has betrayal figured out.,100,
155,en-everyday_life-0155,everyday_life,Box Collector,"I keep every cardboard box thinking I'll use it someday. Spoiler: that day never comes, but I save them anyway.",100,
156,en-everyday_life-0156,everyday_life,Recipe Conversion,"Why do cooking show portions feed eight people but my attempt barely serves two? Different definitions of serving, apparently.",100,
157,en-everyday_life-0157,everyday_life,Closet Choice,I own thirty shirts and wear the same five. The others are there in case I become braver.,100,
158,en-everyday_life-0158,everyday_life,Coupon Logic,I cut coupons to save money. I bought items I didn't need because I had coupons for them. The math failed.,100,
159,en-everyday_life-0159,everyday_life,Neighbor's Lawn,"My neighbor's grass is always perfect. I waved at him once. He checked his lawn after, like I'd insulted it.",100,
160,en-everyday_life-0160,everyday_life,Haircut Awkward,Why is there always awkward silence at the barber except when I'm eating? Because timing knows what it's doing.,100,
161,en-everyday_life-0161,everyday_life,Package Paranoia,I ordered something online. It said two-day delivery. I checked tracking every three hours like speed was my concern.,100,
162,en-everyday_life-0162,everyday_life,Laundry Temperature,"I wash everything in cold water now. Not for the environment, but because I can't remember which reds bleed.",100,
163,en-everyday_life-0163,everyday_life,Yoga Flexibility,I tried yoga to be flexible. I learned I'm flexible with excuses but not my hamstrings.,100,
164,en-everyday_life-0164,everyday_life,Bill Folder,I created a filing system for bills. I never use it. They live in a magical pile by the couch.,100,
165,en-everyday_life-0165,everyday_life,Weekend Productivity,"I plan every Saturday to get things done. By Monday, my biggest accomplishment was deciding between two snacks.",100,
166,en-everyday_life-0166,everyday_life,Bedtime Routine,I need to sleep early. Instead I'm here at midnight watching a documentary about something I'll forget immediately.,100,
167,en-everyday_life-0167,everyday_life,Homework Flashback,I saw my old textbooks and felt stressed. I don't even go to school anymore.,100,
168,en-everyday_life-0168,everyday_life,Parking Validation,Why does parking validation feel like getting five dollars? Because free parking is the closest most of us get to winning anything.,100,
169,en-everyday_life-0169,everyday_life,Thermostat Mystery,"I forgot to turn off the heat before leaving. I'm choosing to believe it's keeping my house warm for my return, not raising my bill.",100,
170,en-everyday_life-0170,everyday_life,Morning Shower,"The shower temperature is either boiling or arctic. There's no middle setting, and I shower with my eyes closed hoping to avoid scalding.",100,
171,en-everyday_life-0171,everyday_life,Instant Noodle,"Why do instant noodles take seven minutes when they're called ""instant""? False advertising keeps them humble.",100,
172,en-everyday_life-0172,everyday_life,Kitchen Experiment,I tried a new cooking technique yesterday. I'll be ordering takeout for a week while I recover my faith in myself.,100,
173,en-everyday_life-0173,everyday_life,Phone Storage,"My phone told me it's out of storage. I deleted one photo. It still says storage is full. Phones lie, apparently.",100,
174,en-everyday_life-0174,everyday_life,Time Management,"I gave myself one hour to get ready. I spent it deciding what to wear, and left in what I was already wearing.",100,
175,en-everyday_life-0175,everyday_life,Greeting Awkward,Why does the same greeting person seem shorter when you see them twice in one day? Because you're both avoiding eye contact.,100,
176,en-everyday_life-0176,everyday_life,Waiting Room,"I arrived at my appointment five minutes late. The waiting room sign said ""Please arrive early."" I'm disappointed in both of us.",100,
177,en-everyday_life-0177,everyday_life,Grocery Store,"I needed milk. I left with milk, three other items, and buyer's remorse.",100,
178,en-everyday_life-0178,everyday_life,Recipe Confidence,"I saw a recipe marked ""simple."" I spent an hour and still couldn't identify what I made.",100,
179,en-everyday_life-0179,everyday_life,Plant Water,I watered my plant yesterday. I watered it today because I forgot I watered it yesterday.,100,
180,en-everyday_life-0180,everyday_life,Dust Bunnies,Why do dust bunnies under my bed form colonies? Because they know I won't look under there.,100,
181,en-everyday_life-0181,everyday_life,Coffee Repeat,I made coffee twice this morning because I forgot I already made it. This is progress—yesterday I made it three times.,100,
182,en-animals-0182,animals,The Strawberry Trick,Why did the elephant paint his toenails red? So he could hide in the strawberry patch.,100,
183,en-animals-0183,animals,Cow Agreement,"Two cows stood in a field. One said ""Moo."" The other replied ""I was going to say that too.""",100,
184,en-animals-0184,animals,Grasshopper Named Steve,"A grasshopper hopped into a bar. The bartender said ""We have a drink named after you!"" The grasshopper looked confused and asked ""You have a drink called Steve?""",100,
185,en-animals-0185,animals,Free Flight,Birds are the only animals that never have to pay for airfare.,100,
186,en-animals-0186,animals,Bull Nap,What do you call a sleeping bull? A dozer.,100,
187,en-animals-0187,animals,Duck Pharmacy,Why did the duck walk into the pharmacy? He needed something for his bill.,100,
188,en-animals-0188,animals,Penguin Warmth,Why do penguins never get cold? They're always in their formal wear.,100,
189,en-animals-0189,animals,Lion Librarian,What do you call a lion who works in a library? A page turner.,100,
190,en-animals-0190,animals,Spider Investor,Why do spiders do well on the stock market? They specialize in web design portfolios.,100,
191,en-animals-0191,animals,Parrot Pirate,What do you call a parrot that belongs to a pirate? A cracker.,100,
192,en-animals-0192,animals,Fish Academics,Why do fish never pass their classes? They always swim in over their heads.,100,
193,en-animals-0193,animals,Bear Restaurant,"A bear walked into a restaurant and told the waiter ""I need a moment to paws and think.""",100,
194,en-animals-0194,animals,Chicken Witness Protection,Why did the chicken cross the road? It witnessed a crime and entered the relocation program.,100,
195,en-animals-0195,animals,Giraffe Gym,"A giraffe went to a personal trainer who said ""You're already ahead of the competition.""",100,
196,en-animals-0196,animals,Kangaroo Energy,Why don't kangaroos ever feel tired? They're always bouncing back from setbacks.,100,
197,en-animals-0197,animals,Dolphin Wisdom,Dolphins are so smart they practice what they preach. Sometimes literally. Underwater.,100,
198,en-animals-0198,animals,Squirrel Emergency Fund,Why are squirrels never broke? They always have savings for the winter.,100,
